,Source Account,Tweet Text,Date,Tweets Ago,Compound Sentiment,Positive Sentiment,Neutral Sentiment,Negative Sentiment
133,CBSNews,UMCSN is the only level-one trauma center in Nevada. The trauma center’s medical director Dr. Fildes joins… https://t.co/vishrxZViS,Tue Oct 03 12:39:05 +0000 2017,33,-0.6808,0.0,0.741,0.259
134,CBSNews,"As thousands of people scrambled for safety during the mass shooting in Las Vegas, others rushed to help the wounde… https://t.co/CqdP9UBwUF",Tue Oct 03 12:36:23 +0000 2017,34,0.6705,0.224,0.776,0.0
135,CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/1q5I6CwlBq,Tue Oct 03 12:34:16 +0000 2017,35,0.0,0.0,1.0,0.0
136,CBSNews,People showed solidarity for the victims of the mass shooting by lining up to donate blood. Some waited up to 8 hou… https://t.co/UwiHRYhib4,Tue Oct 03 12:33:05 +0000 2017,36,-0.0258,0.09,0.816,0.094
137,CBSNews,"AHEAD on @CBSThisMorning: Hospitals asked the people of Las Vegas for one thing, and they’ve been lining up for hou… https://t.co/ZNumO0LjZa",Tue Oct 03 12:22:56 +0000 2017,37,0.0,0.0,1.0,0.0
138,CBSNews,"The man who led Boston police during the marathon bombing calls the Las Vegas attack, law enforcement's ""worst fear… https://t.co/GNVFF3UIJ1",Tue Oct 03 12:20:30 +0000 2017,38,-0.802,0.0,0.714,0.286
139,CBSNews,ISIS claims responsibility for a pair of suicide bombings that killed 17 civilians and policemen in Damascus:… https://t.co/9kbpW3JgHD,Tue Oct 03 12:20:02 +0000 2017,39,-0.875,0.0,0.625,0.375
140,CBSNews,AHEAD on @CBSThisMorning: How the Las Vegas attack highlights the challenge of securing hotels around the country https://t.co/R9m6qhjGkw,Tue Oct 03 12:15:03 +0000 2017,40,-0.128,0.166,0.691,0.143
141,CBSNews,"Before the massacre, @NorahODonnell spoke with Rep. Steve Scalise about gun control. The @60Minutes interview was h… https://t.co/qUmrK5TYhm",Tue Oct 03 12:14:56 +0000 2017,41,-0.34,0.0,0.876,0.124
142,CBSNews,"More details have emerged about Las Vegas gunman, Stephen Paddock, and his arsenal. He had 23 guns in his hotel roo… https://t.co/XpPKfooG0H",Tue Oct 03 12:09:11 +0000 2017,42,0.0,0.0,1.0,0.0
143,CBSNews,.@adrianasdiaz is at a memorial for the victims along the Las Vegas strip. She has more on their stories:… https://t.co/OxEpGH3yfR,Tue Oct 03 12:06:47 +0000 2017,43,-0.3182,0.0,0.887,0.113
144,CBSNews,59 people were killed in the deadliest attack in the U.S. since 9/11. @NorahODonnell is near the scene in Las Vegas… https://t.co/Qsx16xzx5E,Tue Oct 03 12:04:41 +0000 2017,44,-0.8225,0.0,0.725,0.275
145,CBSNews,A 29-year-old veteran stole a truck and transported dozens to the hospital after the Las Vegas shooting:… https://t.co/qsw88wGtEh,Tue Oct 03 12:00:02 +0000 2017,45,0.0,0.0,1.0,0.0
146,CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/u9XK8J6bfx,Tue Oct 03 11:53:36 +0000 2017,46,0.0,0.0,1.0,0.0
147,CBSNews,"The country music community is rallying together in the wake of the mass shooting, with hundreds at a candlelight v… https://t.co/rcvM8CR2R9",Tue Oct 03 11:45:35 +0000 2017,47,0.0,0.0,1.0,0.0
148,CBSNews,"“A good samaritan, who was a concert goer -- she was also a paramedic -- helped us put her in a truck,” Ostunio say… https://t.co/cOPAO1HsSQ",Tue Oct 03 11:43:18 +0000 2017,48,0.4404,0.121,0.879,0.0
149,CBSNews,AHEAD on @CBSThisMorning: Musicians describe their feelings in the wake of the attack that targeted their fans https://t.co/DuGIpx7AI7,Tue Oct 03 11:43:14 +0000 2017,49,-0.4767,0.0,0.846,0.154
150,CBSNews,"“First responders were there when we hopped the fence. And this was in minutes,” Ostunio says of fleeing the mass s… https://t.co/Fo5RUnMMf5",Tue Oct 03 11:41:47 +0000 2017,50,0.0,0.0,1.0,0.0
151,CBSNews,One of the victims of the Las Vegas mass shooting spent his final minutes in the arms of a total stranger:… https://t.co/YdCn44HSgU,Tue Oct 03 11:40:01 +0000 2017,51,-0.3182,0.0,0.897,0.103
152,CBSNews,Joseph Ostunio and his friend were in the crowd when shots filled the air. Ostunio joins @CBSThisMorning to talk ab… https://t.co/JovvUcX6mO,Tue Oct 03 11:38:12 +0000 2017,52,0.4939,0.138,0.862,0.0
153,CBSNews,"Instead of fleeing the scene of the shooting, Marine veteran Taylor Winston drove more than 20 victims to the hospi… https://t.co/mXrZ0cN6c8",Tue Oct 03 11:36:19 +0000 2017,53,-0.3744,0.0,0.886,0.114
154,CBSNews,Here are 3 things you should know after 59 people were killed in the deadliest attack in the U.S. since 9/11: https://t.co/KosNvnulrG,Tue Oct 03 11:34:59 +0000 2017,54,-0.8225,0.0,0.714,0.286
155,CBSNews,RT @CBSThisMorning: Here's a look at this morning's newspapers across the country following the deadliest mass shooting in modern American…,Tue Oct 03 11:25:07 +0000 2017,55,0.0,0.0,1.0,0.0
156,CBSNews,COMING UP on @CBSThisMorning: The country music community is coming together in the wake of the mass shooting in La… https://t.co/LXcTAk720h,Tue Oct 03 11:23:03 +0000 2017,56,0.0,0.0,1.0,0.0
157,CBSNews,Fans and fellow musicians are remembering rock legend Tom Petty. The 66-year-old music icon died Monday… https://t.co/UwAkObpwjo,Tue Oct 03 11:19:48 +0000 2017,57,-0.6597,0.0,0.735,0.265
158,CBSNews,President Trump is visiting Puerto Rico Tuesday with plans to meet with Hurricane Maria victims and their families… https://t.co/dLJfkzABWL,Tue Oct 03 11:18:18 +0000 2017,58,-0.3182,0.0,0.887,0.113
159,CBSNews,"Investigators are learning more about the alleged Las Vegas gunman, Stephen Paddock, as they search for a motive:… https://t.co/HLdB3NqQa4",Tue Oct 03 11:17:22 +0000 2017,59,0.0,0.0,1.0,0.0
160,CBSNews,"Concert-goers who were not injured became first responders, moving victims to safety and driving them to hospitals… https://t.co/LkGLTUNFqB",Tue Oct 03 11:13:27 +0000 2017,60,0.4133,0.226,0.671,0.103
161,CBSNews,"The alleged gunman, Stephen Paddock, checked into Mandalay Bay on Thursday. Over next 3 days, he brought in bags of… https://t.co/98QCbgeFhm",Tue Oct 03 11:11:46 +0000 2017,61,0.0,0.0,1.0,0.0
162,CBSNews,One of the victims was 23-year-old Jordan McIldoon who spent his final minutes in the arms of a total stranger… https://t.co/yYqdt3eXB5,Tue Oct 03 11:11:14 +0000 2017,62,-0.3182,0.0,0.892,0.108
163,CBSNews,"Trump administration will ask Cuba to withdraw 60% of its diplomats from the U.S., officials confirm to CBS News:… https://t.co/hVHTJGd0Z9",Tue Oct 03 11:10:01 +0000 2017,63,0.0,0.0,1.0,0.0
164,CBSNews,59 people were killed and at least 527 injured in Sunday's massacre. @NorahODonnell reports near Mandalay Bay… https://t.co/rjVyNUQE5C,Tue Oct 03 11:06:45 +0000 2017,64,-0.802,0.0,0.69,0.31
165,CBSNews,"RT @CBSThisMorning: NOW: @CBSThisMorning is live in the East. @NorahODonnell leads our coverage, live from Las Vegas. https://t.co/Y6eqc1UJ…",Tue Oct 03 11:03:13 +0000 2017,65,0.0,0.0,1.0,0.0
166,CBSNews,"Minutes after the shooting at a concert in Las Vegas began, first responders scrambled to the scene. We'll learn mo… https://t.co/RcfMtF1jRe",Tue Oct 03 10:50:01 +0000 2017,66,0.0,0.0,1.0,0.0
167,CBSNews,"With the GOP in the majority, Congress is unlikely to consider gun control measures any time soon:… https://t.co/thcOt7N9Tz",Tue Oct 03 10:45:02 +0000 2017,67,-0.34,0.0,0.876,0.124
168,CBSNews,RT @CBSThisMorning: .@NorahODonnell  leads our coverage from Las Vegas with latest on the investigation into the deadliest mass shooting in…,Tue Oct 03 10:40:34 +0000 2017,68,0.0,0.0,1.0,0.0
169,CBSNews,"RT @CBSThisMorning: Minutes after the shooting at a concert in Las Vegas began, first responders scrambled to the scene. We'll learn more o…",Tue Oct 03 10:40:34 +0000 2017,69,0.0,0.0,1.0,0.0
170,CBSNews,"""Everybody was coming together."" Learn how good Samaritans rescued victims in Sunday's mass shooting in Las Vegas.… https://t.co/3UehO5PizM",Tue Oct 03 10:35:02 +0000 2017,70,0.5267,0.248,0.652,0.1
171,CBSNews,Five people are in custody after an apparent failed bombing attempt in a chic Paris neighborhood:… https://t.co/Vs0yHoJxjF,Tue Oct 03 10:25:02 +0000 2017,71,-0.296,0.108,0.722,0.17
172,CBSNews,.@CBSThisMorning's @NorahODonnell anchors live from Las Vegas after a gunman shot &amp; killed 59 people from his hotel… https://t.co/bFwwvphF0J,Tue Oct 03 10:15:01 +0000 2017,72,-0.6705,0.0,0.791,0.209
173,CBSNews,"""It feels like someone has opened a window into hell."" Jimmy Kimmel rips gun control foes post-Vegas shooting:… https://t.co/k81vUhrOuH",Tue Oct 03 10:01:01 +0000 2017,73,-0.4404,0.109,0.655,0.236
174,CBSNews,"As a gunman unleashed a barrage of bullets on a Las Vegas music festival, a photographer captured powerful images… https://t.co/OcEwcpaLBM",Tue Oct 03 09:01:01 +0000 2017,74,0.7184,0.3,0.7,0.0
175,CBSNews,These are the stories of heroism emerging from the harrowing scene of Sunday's Las Vegas attack… https://t.co/kNhINn3YZ5,Tue Oct 03 08:00:01 +0000 2017,75,0.5859,0.192,0.808,0.0
176,CBSNews,"In the wake of the deadliest mass shooting in U.S. history, gun makers' stocks climbed: https://t.co/fCpBwl3Syc https://t.co/X3XmPMIucK",Tue Oct 03 07:00:01 +0000 2017,76,-0.34,0.0,0.87,0.13
177,CBSNews,"Lady Gaga, others call for tighter gun control after Las Vegas attack becomes deadliest mass shooting in US history… https://t.co/u2gtNZSosy",Tue Oct 03 06:00:01 +0000 2017,77,-0.6705,0.0,0.766,0.234
178,CBSNews,A trauma surgeon describes how hospitals respond to mass casualty events like the Las Vegas attack:… https://t.co/DFW8ra7N3i,Tue Oct 03 05:30:01 +0000 2017,78,-0.5719,0.115,0.599,0.286
179,CBSNews,"Tom Petty, best known as the leading singer for Tom Petty and the Heartbreakers, has died at the age of 66.… https://t.co/nMl0l8Sffe",Tue Oct 03 05:15:34 +0000 2017,79,-0.6249,0.133,0.54,0.327
180,CBSNews,"JUST IN: Legendary rocker Tom Petty has died at 66, his longtime manager confirms. https://t.co/dUIoL7sZd8 https://t.co/wkw3grsWtb",Tue Oct 03 04:37:26 +0000 2017,80,-0.6597,0.0,0.722,0.278
181,CBSNews,"""Every penny will be put to use."" GoFundMe started for Las Vegas victims has raised more than $2.5 million… https://t.co/6BOeGgmxkY",Tue Oct 03 04:01:02 +0000 2017,81,-0.3182,0.0,0.892,0.108
182,CBSNews,"""You could hear the shots going back and forth and ricocheting."" How the deadliest shooting in U.S. history unfolde… https://t.co/wrPFSRfhbD",Tue Oct 03 03:46:02 +0000 2017,82,0.0,0.0,1.0,0.0
183,CBSNews,42 guns belonging to the Las Vegas shooter were recovered -- 23 firearms were found in his Mandalay Bay hotel suite… https://t.co/F5mVUv7aCy,Tue Oct 03 03:19:34 +0000 2017,83,0.0,0.0,1.0,0.0
184,CBSNews,Father of Las Vegas attack gunman was on the FBI's Ten Most Wanted list half a century ago https://t.co/zVd1aqwOiO https://t.co/pO11Rtutb2,Tue Oct 03 03:00:02 +0000 2017,84,-0.4767,0.0,0.853,0.147
185,CBSNews,"With only 5 states and D.C. prohibiting open carry of firearms, Americans can bring guns to some unusual places… https://t.co/MNme1KQn6u",Tue Oct 03 02:40:02 +0000 2017,85,0.0,0.0,1.0,0.0
186,CBSNews,RT @CBSThisMorning: .@MGMResortsIntl has a dedicated hotline for out of town families of Las Vegas shooting victims to arrange airfare and…,Tue Oct 03 02:23:11 +0000 2017,86,0.1779,0.129,0.773,0.099
187,CBSNews,"Clark County Commissioner Steve Sisolak says the GoFundMe account has received over 30,000 donations, exceeding $2.… https://t.co/qzKfQ4VuTe",Tue Oct 03 02:21:54 +0000 2017,87,0.0,0.0,1.0,0.0
188,CBSNews,Las Vegas Metro PD Asst. Sheriff Todd Fasulo says the GoFundMe page is best way to show support for victims. https://t.co/NZeb1Gozoz,Tue Oct 03 02:15:39 +0000 2017,88,0.6808,0.254,0.662,0.085
189,CBSNews,NOW: Las Vegas officials hold evening update on mass shooting that left dozens dead https://t.co/5lfSKSzx6X,Tue Oct 03 02:05:07 +0000 2017,89,-0.6486,0.0,0.765,0.235
190,CBSNews,"Jordan McIldoon, a 23-year-old mechanic's apprentice, died in Las Vegas; ""we only had one child,"" his parents said… https://t.co/mg0AQjyyE4",Tue Oct 03 02:00:02 +0000 2017,90,-0.5574,0.0,0.825,0.175
191,CBSNews,At least 2 House Democrats didn't participate in the moment of silence for victims in the deadly Las Vegas shooting… https://t.co/cJkFu0fVu1,Tue Oct 03 01:51:03 +0000 2017,91,-0.3182,0.0,0.892,0.108
192,CBSNews,"When it comes to gun laws, the gulf in Washington is as wide as ever, even between congressional gun victims… https://t.co/g5DzOw37OW",Tue Oct 03 01:20:01 +0000 2017,92,-0.5859,0.0,0.798,0.202
193,CBSNews,"Attorney Jennifer Topaz died in the Las Vegas attack; a co-worker remembered her as ""kind, generous, and beautiful""… https://t.co/lJtoquK4r0",Tue Oct 03 01:00:07 +0000 2017,93,-0.5267,0.132,0.6,0.268
194,CBSNews,"On one of America's darkest days, powerful stories of heroism emerge from scene of Las Vegas attack… https://t.co/6cSb0HezIC",Tue Oct 03 00:45:16 +0000 2017,94,0.5267,0.266,0.605,0.129
195,CBSNews,"Four hours after it began, GoFundMe page for Las Vegas victims more than half way to its goal of $2 million… https://t.co/gTKkatKLSR",Tue Oct 03 00:30:02 +0000 2017,95,-0.3182,0.0,0.901,0.099
196,CBSNews,"Lisa Romero, described by a friend as ""a sweet and beautiful woman,"" was among the victims killed in Las Vegas… https://t.co/4QAVkzs3n9",Tue Oct 03 00:15:01 +0000 2017,96,0.5106,0.317,0.47,0.213
197,CBSNews,"HAPPENING NOW: @mayoroflasvegas, faith leaders hold prayer vigil for victims of Las Vegas massacre https://t.co/q8KKNcGT6K",Tue Oct 03 00:07:07 +0000 2017,97,0.128,0.155,0.718,0.127
198,CBSNews,Facebook says Russia-linked ads were seen by an estimated 10 million people before and after the 2016 election… https://t.co/bQmuvkPYrf,Tue Oct 03 00:00:02 +0000 2017,98,0.0,0.0,1.0,0.0
199,CBSNews,"Lady Gaga, others call for tighter gun control after Las Vegas attack becomes deadliest mass shooting in US history… https://t.co/KzhDlYZzTT",Mon Oct 02 23:45:01 +0000 2017,99,-0.6705,0.0,0.766,0.234
200,CNN,"Trump: “I hate to tell you, Puerto Rico, but you’ve thrown our budget a little out of whack” https://t.co/sYZ09oUwUG https://t.co/CqdM8KQdi9",Tue Oct 03 16:31:59 +0000 2017,0,-0.3291,0.0,0.885,0.115
201,CNN,New York's alleged 'Chelsea bomber' removed from court on trial's first day https://t.co/4kxfD22HmD,Tue Oct 03 16:29:38 +0000 2017,1,0.0,0.0,1.0,0.0
202,CNN,Las Vegas is the latest addition to a terrible list: the deadliest single day mass shootings in modern US history… https://t.co/jAO2LWIam6,Tue Oct 03 16:08:37 +0000 2017,2,-0.4767,0.0,0.86,0.14
203,CNN,San Juan mayor says she has accepted an invitation to attend a briefing with President Trump https://t.co/nx4AvHLogd https://t.co/DfivpSWq5C,Tue Oct 03 15:59:34 +0000 2017,3,0.2732,0.116,0.884,0.0
204,CNN,"Elizabeth Warren to Wells Fargo CEO: ""You should be fired"" https://t.co/ZvfXY5huSL",Tue Oct 03 15:48:09 +0000 2017,4,-0.3818,0.137,0.616,0.247
205,CNN,"Republican senator asks Wells Fargo CEO: ""What in God's name were you thinking?"" https://t.co/TNs7dbpU28",Tue Oct 03 15:36:41 +0000 2017,5,0.25,0.133,0.867,0.0
206,CNN,A GoFundMe account raising funds for Las Vegas victims has collected more than $3 million https://t.co/pkvjZwsJIG,Tue Oct 03 15:24:59 +0000 2017,6,-0.3182,0.0,0.859,0.141
207,CNN,"The Kremlin hopes Jon Huntsman, the new US ambassador to Russia, will help warm US-Russia relations… https://t.co/pM85F4lwjY",Tue Oct 03 15:19:03 +0000 2017,7,0.7506,0.346,0.654,0.0
208,CNN,Whole Foods is stealing Walmart and Trader Joe's customers with its low prices https://t.co/jTw09CJRtD,Tue Oct 03 15:07:46 +0000 2017,8,-0.7003,0.0,0.674,0.326
209,CNN,"CNN's Sanjay Gupta is in San Juan, Puerto Rico, answering questions about relief efforts following Hurricane Maria… https://t.co/JKxPwKZAfn",Tue Oct 03 14:57:36 +0000 2017,9,0.4767,0.154,0.846,0.0
210,CNN,"Jason Aldean talks about his anger, heartache and fear after Las Vegas tragedy that left 59 dead, hundreds injured… https://t.co/vXT0Q8wXXT",Tue Oct 03 14:56:52 +0000 2017,10,-0.9485,0.0,0.506,0.494
211,CNN,"Jimmy Kimmel opened his show with a raw, emotional call for action on gun violence https://t.co/ddNQGaaA0L https://t.co/P3oUDlD3Xr",Tue Oct 03 14:46:34 +0000 2017,11,-0.7096,0.076,0.616,0.308
212,CNN,"You don't need a permit to buy a gun in Nevada, and it's legal to own assault weapons and large-capacity magazines… https://t.co/gw189PND6w",Tue Oct 03 14:31:23 +0000 2017,12,-0.8225,0.056,0.602,0.342
213,CNN,A man put his body on the line to save strangers he had never met to help them survive the Las Vegas shooting… https://t.co/WwcbpCvhTL,Tue Oct 03 14:26:28 +0000 2017,13,0.2363,0.121,0.794,0.085
214,CNN,"The Eiffel Tower in Paris, France, went dark in a tribute to the victims of attacks in Las Vegas and Marseille… https://t.co/SzTsXAbYzO",Tue Oct 03 14:21:29 +0000 2017,14,-0.6369,0.0,0.785,0.215
215,CNN,"The US is expected to ask Cuba to cut its diplomatic staff by two-thirds as a reciprocal measure, US officials say… https://t.co/x9ExndJZ2W",Tue Oct 03 14:10:10 +0000 2017,15,-0.2732,0.0,0.905,0.095
216,CNN,President Trump goes to Puerto Rico. Follow live updates: https://t.co/Y3j43Z7Qcr https://t.co/eKuK7N4bt1,Tue Oct 03 14:00:14 +0000 2017,16,0.0,0.0,1.0,0.0
217,CNN,"9-year-old survivor of Las Vegas shooting says he felt safe with his mom because ""I knew she would protect me"" https://t.co/oMk6UJIIie",Tue Oct 03 13:51:08 +0000 2017,17,0.7906,0.308,0.692,0.0
218,CNN,"Latest on Las Vegas massacre:

- 59 dead, 527 injured
- 42 guns found in shooter’s home, hotel room
- Motive unknow… https://t.co/46lFCdlJgA",Tue Oct 03 13:50:08 +0000 2017,18,-0.7906,0.0,0.72,0.28
219,CNN,"President Trump: The US will ""be talking about gun laws as time goes by"" https://t.co/B0EtaJi1wE https://t.co/3LeNOzutZg",Tue Oct 03 13:40:07 +0000 2017,19,-0.34,0.0,0.862,0.138
220,CNN,House to vote on legislation that would criminalize abortions after 20 weeks of pregnancy https://t.co/ErIN3nZ1em https://t.co/ppbvOqqiS2,Tue Oct 03 13:30:08 +0000 2017,20,0.0,0.0,1.0,0.0
221,CNN,"The Las Vegas shooter had brought ""in excess of 10"" suitcases to his room over several days, police said… https://t.co/eI7aCKSQd2",Tue Oct 03 13:18:09 +0000 2017,21,0.0,0.0,1.0,0.0
222,CNN,"A nurse, a teacher and a police employee were among the Las Vegas shooting victims. These are some of their stories… https://t.co/YhGzOeXkbQ",Tue Oct 03 13:08:04 +0000 2017,22,-0.3182,0.0,0.887,0.113
223,CNN,"RT @NewDay: Las Vegas mayor: ""This crazy miscreant will not define who this community is"" https://t.co/FsC8rWF7Vd",Tue Oct 03 13:02:17 +0000 2017,23,-0.34,0.0,0.862,0.138
224,CNN,"""Music... is the only real magic that I know."" -- Tom Petty https://t.co/IIeDdE57ce https://t.co/W3FPc2iaO3",Tue Oct 03 12:45:13 +0000 2017,24,-0.2023,0.0,0.87,0.13
225,CNN,"Las Vegas shooting survivor to rescuer: ""I just want to tell him how grateful I am for basically saving my life""… https://t.co/paz9cakV9v",Tue Oct 03 12:37:52 +0000 2017,25,0.7003,0.274,0.726,0.0
226,CNN,How US gun culture compares with the world in 5 charts https://t.co/Ip85BxEjyi https://t.co/CXQXTWbWAm,Tue Oct 03 12:20:07 +0000 2017,26,-0.34,0.0,0.821,0.179
227,CNN,"5 things for Tuesday:

- Las Vegas shooting
- Puerto Rico
- Facebook and Russia
- Wells Fargo
- Tom Petty… https://t.co/G9thccZ4bA",Tue Oct 03 12:10:04 +0000 2017,27,0.25,0.118,0.882,0.0
228,CNN,He was there to photograph a concert. It turned into a massacre. https://t.co/CYgBEJRzRY https://t.co/WfISluu2vw,Tue Oct 03 12:00:12 +0000 2017,28,0.0,0.0,1.0,0.0
229,CNN,The father of the Las Vegas shooter was previously on the FBI's Most Wanted list https://t.co/a9H89cSzNE https://t.co/GeVBhEjd0I,Tue Oct 03 11:50:07 +0000 2017,29,0.0,0.0,1.0,0.0
230,CNN,"President Trump begins two days of consolation, traveling to Puerto Rico today and Las Vegas on Wednesday… https://t.co/6BPaGY9w35",Tue Oct 03 11:45:07 +0000 2017,30,0.0,0.0,1.0,0.0
231,CNN,"RT @NewDay: Woman describes friend who was killed in Las Vegas shooting: ""She's just a sweetheart, definitely."" https://t.co/caevHDArC5",Tue Oct 03 11:39:22 +0000 2017,31,0.4588,0.288,0.538,0.173
232,CNN,"Rohingya refugees who fled Myanmar are now living in fear in India -- 40,000 face the threat of deportation… https://t.co/5kednni7nu",Tue Oct 03 11:30:13 +0000 2017,32,-0.765,0.0,0.732,0.268
233,CNN,"RT @NewDay: Montana couple helped others during Las Vegas shooting. ""The vast majority of people have such goodness in them."" https://t.co/…",Tue Oct 03 11:25:40 +0000 2017,33,0.4588,0.13,0.87,0.0
234,CNN,"Latest on Las Vegas massacre:

- 59 dead, 527 injured
- 42 guns found in shooter’s home, hotel room
- Motive unknow… https://t.co/AA5KAm7lmF",Tue Oct 03 11:20:08 +0000 2017,34,-0.7906,0.0,0.72,0.28
235,CNN,The Trump administration has proposed sharp cuts to programs that seek to prevent domestic terrorism… https://t.co/HmbHYvtFxK,Tue Oct 03 11:15:09 +0000 2017,35,-0.2732,0.064,0.809,0.127
236,CNN,Majorities of both US main political parties back an assault weapons ban and creating a database to track gun sales… https://t.co/vw1mTEzUmx,Tue Oct 03 11:05:05 +0000 2017,36,-0.8316,0.155,0.443,0.402
237,CNN,8 charts that explain America's gun culture https://t.co/7YqDDneGHN https://t.co/xBHKKylmDk,Tue Oct 03 10:56:12 +0000 2017,37,-0.34,0.0,0.745,0.255
238,CNN,What happened inside the Las Vegas shooter's suite at the Mandalay Bay hotel https://t.co/Dq1yr0CV5D https://t.co/ELpmhXuMZT,Tue Oct 03 10:50:06 +0000 2017,38,0.0,0.0,1.0,0.0
239,CNN,Outdoor playtime might help kids' eyesight https://t.co/BxsA7hM1Hd https://t.co/vxsxuU1iAx,Tue Oct 03 10:45:57 +0000 2017,39,0.4019,0.278,0.722,0.0
240,CNN,What the Las Vegas killing spree could mean for the gun industry https://t.co/tviS2kGDo8 https://t.co/Mc98JaQs0Z,Tue Oct 03 10:40:09 +0000 2017,40,-0.7783,0.0,0.638,0.362
241,CNN,House to vote on legislation that would criminalize abortions after 20 weeks of pregnancy https://t.co/BRHu7sD4H2 https://t.co/oizWnAQTAl,Tue Oct 03 10:35:06 +0000 2017,41,0.0,0.0,1.0,0.0
242,CNN,RT @cnntech: Equifax will alert the additional potentially affected consumers by mail. https://t.co/sOAA5fBHgK,Tue Oct 03 10:34:52 +0000 2017,42,0.1531,0.149,0.743,0.108
243,CNN,"RT @CNNent: Tom Petty has died at the age of 66. His music career spanned decades -- here's a look back 
https://t.co/A5Z6b4W90u https://t.…",Tue Oct 03 10:34:24 +0000 2017,43,-0.6597,0.0,0.787,0.213
244,CNN,"The Las Vegas shooter had brought ""in excess of 10"" suitcases to his room over several days, police said… https://t.co/pwEDjhCTne",Tue Oct 03 10:28:42 +0000 2017,44,0.0,0.0,1.0,0.0
245,CNN,Albert Einstein in 1916 said he believed that gravitational waves existed https://t.co/hl1TkqSAFP #NobelPrize,Tue Oct 03 10:21:37 +0000 2017,45,0.0,0.0,1.0,0.0
246,CNN,.@caltech says gravitational waves are caused by some of the most violent and energetic processes in the universe https://t.co/cpCxU6HY3e,Tue Oct 03 10:20:04 +0000 2017,46,-0.2568,0.13,0.698,0.172
247,CNN,"Gravitational waves are ""ripples"" in the fabric of space-time, @caltech explains https://t.co/5ceIAh6vuh #NobelPrize",Tue Oct 03 10:18:52 +0000 2017,47,0.0,0.0,1.0,0.0
248,CNN,JUST IN: #NobelPrize in physics goes to three scientists for their work in detecting gravitational waves… https://t.co/SHCrQTyrM0,Tue Oct 03 10:17:00 +0000 2017,48,0.0,0.0,1.0,0.0
249,CNN,This antique Chinese bowl fetched a whopping $38 million at auction today https://t.co/9M40qEc7V6 https://t.co/bkvqgyhDMx,Tue Oct 03 10:08:38 +0000 2017,49,0.0,0.0,1.0,0.0
250,CNN,"Police had no prior knowledge of the Las Vegas gunman before the attack, they said https://t.co/de1UraK3Se https://t.co/7zOykOjzch",Tue Oct 03 10:01:41 +0000 2017,50,-0.6486,0.0,0.739,0.261
251,CNN,"Three and a half years after MH370 disappeared, we're no closer to knowing its fate https://t.co/CZgArrorFM https://t.co/dgYqtUpptE",Tue Oct 03 09:55:08 +0000 2017,51,-0.4767,0.0,0.773,0.227
252,CNN,The father of the Las Vegas shooter was previously on the FBI's Most Wanted list https://t.co/4tfR1sM1AW https://t.co/HL9tuJCD1S,Tue Oct 03 09:48:48 +0000 2017,52,0.0,0.0,1.0,0.0
253,CNN,Police found 23 weapons in the Las Vegas shooter's hotel room -- but we still don't know his motive… https://t.co/Pem6kns7Re,Tue Oct 03 09:42:30 +0000 2017,53,-0.2382,0.0,0.907,0.093
254,CNN,Google and Facebook are being criticized for helping spread bad information after the Las Vegas attack… https://t.co/yUGQakMhJM,Tue Oct 03 09:36:20 +0000 2017,54,-0.5859,0.099,0.631,0.27
255,CNN,"Tesla planned to build 1,500 of the Model 3 in the third quarter. 

The actual number it built? 260.… https://t.co/rYNk4TMcUt",Tue Oct 03 09:30:10 +0000 2017,55,0.0772,0.067,0.933,0.0
256,CNN,Why the Las Vegas horror is unlikely to shift the gun debate | Analysis by @StCollinson https://t.co/kAdcxFKktR https://t.co/89zxf7gLBB,Tue Oct 03 09:20:04 +0000 2017,56,-0.7269,0.0,0.711,0.289
257,CNN,At least 59 people died in the Las Vegas shooting. Here's what we know about the 32nd-floor room in the Mandalay Ba… https://t.co/69OqOmmNq1,Tue Oct 03 09:10:03 +0000 2017,57,-0.5574,0.0,0.859,0.141
258,CNN,Spain is facing a political crisis after Catalans voted in favor of independence in a contested referendum… https://t.co/RlKKor3hUU,Tue Oct 03 09:00:12 +0000 2017,58,-0.34,0.13,0.673,0.197
259,CNN,"You don't need a permit to buy a gun in Nevada, and it's legal to own assault weapons and large-capacity magazines… https://t.co/jy3qHGHk3Z",Tue Oct 03 08:55:54 +0000 2017,59,-0.8225,0.056,0.602,0.342
260,CNN,Facebook says Russian-bought political ads reached an estimated 10 million people  https://t.co/t3YsIMEzJ1,Tue Oct 03 08:49:50 +0000 2017,60,0.1027,0.113,0.887,0.0
261,CNN,"Las Vegas shooting survivor to rescuer: ""I just want to tell him how grateful I am for basically saving my life""… https://t.co/9GAmzAEFNN",Tue Oct 03 08:40:18 +0000 2017,61,0.7003,0.274,0.726,0.0
262,CNN,"Rohingya refugees who fled Myanmar are now living in fear in India -- 40,000 Rohingya face the threat of deportatio… https://t.co/yCEwZLWPks",Tue Oct 03 08:30:06 +0000 2017,62,-0.765,0.0,0.742,0.258
263,CNN,This is what happened the night bullets rained down on Las Vegas https://t.co/npKrDbRb2t https://t.co/DLMT65lrJC,Tue Oct 03 08:21:04 +0000 2017,63,0.0,0.0,1.0,0.0
